id,file_name,caption,original
335982,000000335982.jpg,a cat laying on a pillow underneath the covers in a bed,a cat laying on a pillow underneath the covers in a bed
24788,000000024788.jpg,a fenced area with cows on one side and a girl on the other ,A fenced area with cows on one side and a girl on the other. 
24788,000000024788.jpg,a young girl reaching over the fence towards cows,A young girl reaching over the fence towards cows.
24788,000000024788.jpg,by a canal a girl is looking over a fence at some cows,"By a canal, a girl is looking over a fence at some cows."
24788,000000024788.jpg,girl by pond looking over the fence at livestock ,Girl by pond looking over the fence at livestock 
24788,000000024788.jpg,a young girl standing by a fence looking at cows,"A young girl standing by a fence, looking at cows."
174211,000000174211.jpg,a man up in the air while skating near a parking meter,A man up in the air while skating near a parking meter
174211,000000174211.jpg,a man is jumping in the air by a parking meter,A man is jumping in the air by a parking meter.
174211,000000174211.jpg,a man who is jumping over a parking meter,A man who is jumping over a parking meter.
174211,000000174211.jpg,someone jumping spread legged over a parking meter,Someone jumping spread legged over a parking meter.
174211,000000174211.jpg,a person jumping over a metal parking meter,A person jumping over a metal parking meter.
376945,000000376945.jpg,a group of cows standing by a fence,A group of cows standing by a fence.
376945,000000376945.jpg,a couple of cows are standing in a field,A couple of cows are standing in a field
376945,000000376945.jpg,a vintage photo of some cows grazing on some grass,a vintage photo of some cows grazing on some grass
376945,000000376945.jpg,a herd of cows standing standing in on a tall grass field,A herd of cows standing standing in on a tall grass field.
376945,000000376945.jpg,some black and white cows in their pen and trees,some black and white cows in their pen and trees
106562,000000106562.jpg,men loading wood on to an old train,Men loading wood on to an old train.
106562,000000106562.jpg,a black steam engine being loaded with wood ,A black steam engine being loaded with wood. 
106562,000000106562.jpg,a black locomotive train engine parked with people loading pieces of wood into it from the side,A black locomotive train engine parked with people loading pieces of wood into it from the side.
106562,000000106562.jpg,a group of people standing next to a train,A group of people standing next to a train.
106562,000000106562.jpg,three men load wood onto a large train,Three men load wood onto a large train.
516167,000000516167.jpg,a red pick up truck is parked outside ,a red pick up truck is parked outside 
516167,000000516167.jpg,an old maroon pickup truck is standing in the park in lot as the sun beams down ,An old maroon pickup truck is standing in the park in lot as the sun beams down. 
516167,000000516167.jpg,a truck sits parked next to some other cars ,a truck sits parked next to some other cars 
516167,000000516167.jpg,a truck parked near another car and the sidewalk ,A truck parked near another car and the sidewalk. 
516167,000000516167.jpg,a pick up truck parked next to a side walk with other cars parked in the back ground,a pick up truck parked next to a side walk with other cars parked in the back ground
254150,000000254150.jpg,a red stop sign mounted to a fence next to a do not block sign,A red stop sign mounted to a fence next to a do not block sign.
254150,000000254150.jpg,a few signs that cleary state do not allow the blocking of the driveway,A few signs that cleary state do not allow the blocking of the driveway.
254150,000000254150.jpg,a stop sign and do not block driveway sign bolted to a chain link fence,A Stop Sign and Do Not Block Driveway sign bolted to a chain link fence.
254150,000000254150.jpg,a metal fence with some street signs on it ,a metal fence with some street signs on it 
254150,000000254150.jpg,a tow sign and a stop sign are attached to a chain link fence,A tow sign and a stop sign are attached to a chain link fence.
49283,000000049283.jpg,a monster truck driving down a street next to buildings,A monster truck driving down a street next to buildings.
49283,000000049283.jpg,a truck with monster wheels going down the road ,a truck with monster wheels going down the road 
49283,000000049283.jpg,a jacked up pickup truck  drives down a city road,A jacked up pickup truck  drives down a city road.
49283,000000049283.jpg,a monster truck driving along a street ,A monster truck driving along a street 
49283,000000049283.jpg,a black and white photo of a truck on big wheels ,A black and white photo of a truck on big wheels. 
49283,000000049283.jpg,a black and white image of a pickup truck on a liftkit with a large tire in its bed ,A black and white image of a pick-up truck on a lift-kit with a large tire in it's bed. 
524340,000000524340.jpg,a cat straddling the arm of a couch with another one lying on the back of the couch ,A cat straddling the arm of a couch with another one lying on the back of the couch 
524340,000000524340.jpg,two cats laying on top of a stuffed chair,Two cats laying on top of a stuffed chair
524340,000000524340.jpg,a large orange and white cat sleeping on the arm of a couch,a large orange and white cat sleeping on the arm of a couch
524340,000000524340.jpg,two cats one sitting on the arm of a couch the other on the back ,"Two cats, one sitting on the arm of a couch, the other on the back ."
524340,000000524340.jpg,two cats are lounging around on the back of the furniture,Two cats are lounging around on the back of the furniture.
385152,000000385152.jpg,a herd of cows stand or lay in a field ,A herd of cows stand or lay in a field. 
385152,000000385152.jpg,brown cows walking and laying in a green pasture,Brown cows walking and laying in a green pasture.
385152,000000385152.jpg,a herd of cattle graze in a treelined meadow under stormy skies,A herd of cattle graze in a tree-lined meadow under stormy skies.
385152,000000385152.jpg,herd of cows laying and standing on the grass,Herd of cows laying and standing on the grass
385152,000000385152.jpg,a bunch of cows standing in a green field,a bunch of cows standing in a green field
32880,000000032880.jpg,a boat that is sitting in the sand,A boat that is sitting in the sand.
32880,000000032880.jpg,a boat with several flags on it on the sand near the beach ,A boat with several flags on it on the sand near the beach. 
32880,000000032880.jpg,an old boat with chipped paint and a lot of flags on the beach,An old boat with chipped paint and a lot of flags on the beach.
32880,000000032880.jpg,a green boat is sitting on the beach,a green boat is sitting on the beach
32880,000000032880.jpg,an old boat is on the shore of a beach with nets boxes and other junk next to it and other beached boats in the background,"An old boat is on the shore of a beach with nets, boxes, and other junk next to it and other beached boats in the background."
381117,000000381117.jpg,a stylish person stands in front of a parking meter,A stylish person stands in front of a parking meter.
381117,000000381117.jpg,adult looking at parking meter in busy city street,Adult looking at parking meter in busy city street.
381117,000000381117.jpg,a person with a hat standing by a parking meter,A person with a hat standing by a parking meter.
381117,000000381117.jpg,the man is looking at the parking meter ,The man is looking at the parking meter. 
381117,000000381117.jpg,a man in a black hat standing next to a parking meter,A man in a black hat standing next to a parking meter.
458876,000000458876.jpg,an antique truck featuring harrods drives on the street,An antique truck featuring Harrods drives on the street.
458876,000000458876.jpg,an old truck labeled with harrods is on the street,An old truck labeled with Harrods is on the street.
458876,000000458876.jpg,old green truck on roadway at intersection in large city,Old green truck on roadway at intersection in large city.
458876,000000458876.jpg,an odd looking truck that is driving down the street,An odd looking truck that is driving down the street.
458876,000000458876.jpg,the old style truck is parked on the street,The old style truck is parked on the street.
229494,000000229494.jpg,a woman and her cat are eating off the plate thats on her lap,A woman and her cat are eating off the plate that's on her lap.
229494,000000229494.jpg,a female in a blue shirt a cat and a plate,a female in a blue shirt a cat and a plate
229494,000000229494.jpg,a girl giving her cat some of her food,a girl giving her cat some of her food
229494,000000229494.jpg,a girl takes a bite of scrambled egg as her cat sniffs at a crumb on her plate,A girl takes a bite of scrambled egg as her cat sniffs at a crumb on her plate.
229494,000000229494.jpg,a woman with a plate and a cat in her lap,a woman with a plate and a cat in her lap
229574,000000229574.jpg,the people are over by the cows in the water,The people are over by the cows in the water
229574,000000229574.jpg,a bunch of animals that are standing near each other,A bunch of animals that are standing near each other.
229574,000000229574.jpg,two boys walking around oxen by the pond,Two boys walking around oxen by the pond.
229574,000000229574.jpg,young boys are standing by the waters edge,Young boys are standing by the waters edge.
229574,000000229574.jpg,a man standing on top of a lush green hill near animals,A man standing on top of a lush green hill near animals.
176283,000000176283.jpg,the dusty blank screen of a parking meter,"The dusty, blank screen of a parking meter"
176283,000000176283.jpg,a metal parking meter sitting outside with a blank display,A metal parking meter sitting outside with a blank display.
176283,000000176283.jpg,this is the top of a parking meter ,This is the top of a parking meter. 
176283,000000176283.jpg,a closeup of the time readout for a parking meter,a closeup of the time readout for a parking meter
176283,000000176283.jpg,a filthy parking meter sitting in front of blurry buildings,A filthy parking meter sitting in front of blurry buildings.
229419,000000229419.jpg,three cows being herded by a dog inside a fenced in area,Three cows being herded by a dog inside a fenced in area.
229419,000000229419.jpg,a brown and cow is walking in the short grass,A brown and cow is walking in the short grass.
229419,000000229419.jpg,a group of cows walking across a grass covered field,A group of cows walking across a grass covered field.
229419,000000229419.jpg,three young cows in a fenced pasture with a  short black dog following them,three young cows in a fenced pasture with a  short black dog following them
229419,000000229419.jpg,a couple of cows that are walking by a fence,a couple of cows that are walking by a fence
409707,000000409707.jpg,a gray tv sitting on top of a tv shelf,A gray TV sitting on top of a TV shelf.
409707,000000409707.jpg,a cat sitting in top of a television that has bbca america on,A cat sitting in top of a television that has BBCA America on.
409707,000000409707.jpg,the cat is laying on top of the television in the room,The cat is laying on top of the television in the room.
409707,000000409707.jpg,the beige cat is sitting on a television set,The beige cat is sitting on a television set.
409707,000000409707.jpg,a view of a tv inside of a dresser,A view of a TV inside of a dresser.
319601,000000319601.jpg,an orange and white cat laying on top of womens shoes,An orange and white cat laying on top of women's shoes.
319601,000000319601.jpg,a cat lounging upside down in a pair of shoes,A cat lounging upside down in a pair of shoes.
319601,000000319601.jpg,a cat is laying on a persons shoes,a cat is laying on a persons shoes
319601,000000319601.jpg,an orange and white cat lays on top of red shoes,An orange and white cat lays on top of red shoes.
319601,000000319601.jpg,cat lying on floor with pair of red shoes,Cat lying on floor with pair of red shoes.
549276,000000549276.jpg,a red stop sign sitting above an orange not dumping sign,A red stop sign sitting above an orange not dumping sign.
549276,000000549276.jpg,there is a stop sign and an orange sign underneath it that says no stopping or staging,"There is a stop sign and an orange sign underneath it that says ""no stopping or staging""."
549276,000000549276.jpg,a confusing set of signs one says stop and the other no stop,a confusing set of signs one says stop and the other no stop
549276,000000549276.jpg,some signs that point out to what is happening ,Some signs that point out to what is happening. 
549276,000000549276.jpg,a stop sign that also indicates that you may not stage events,A stop sign that also indicates that you may not stage events.
41103,000000041103.jpg,an orange and white cat laying in a bathroom sink,An orange and white cat laying in a bathroom sink.
41103,000000041103.jpg,a cat that is sitting in a white sink,a cat that is sitting in a white sink
41103,000000041103.jpg,an orange and white cat sitting inside of a bathroom sink,An orange and white cat sitting inside of a bathroom sink.
41103,000000041103.jpg,a cat laying down in a kitchen sink ,a cat laying down in a kitchen sink 
41103,000000041103.jpg,an orange tabby cat rests in a bathroom sink,An orange tabby cat rests in a bathroom sink.
254130,000000254130.jpg,a blue and yellow train traveling across a rail bridge,A blue and yellow train traveling across a rail bridge.
254130,000000254130.jpg,a train is passing over a bridge in a rural area,A train is passing over a bridge in a rural area.
254130,000000254130.jpg,a blue train traveling over a  bridge,A blue train traveling over a  bridge.
254130,000000254130.jpg,a train on the tracks on the bridge,A train on the tracks on the bridge.
254130,000000254130.jpg,"a mass transit train moving across a small bridge
","A mass transit train moving across a small bridge.
"
573620,000000573620.jpg,a train traveling down tracks next to a metal fence,A train traveling down tracks next to a metal fence.
573620,000000573620.jpg,a fence and  a path with a rail guard run alongside a railroad track with a receding row of railroad cars that fade off into a distance that holds sun glare vegetation a building and cars   ,"A fence and  a path with a rail guard run alongside a railroad track with a receding row of railroad cars that fade off into a distance that holds sun glare, vegetation, a building and cars.   "
573620,000000573620.jpg,several train cars are running along a sidewalk,Several train cars are running along a sidewalk.
573620,000000573620.jpg,a paved area with a fence beside train tracks,A paved area with a fence beside train tracks.
573620,000000573620.jpg,a train that is sitting on the tracks near a fence,A train that is sitting on the tracks near a fence.
229564,000000229564.jpg,a big box truck with graffiti all over it going down the street,a big box truck with graffiti all over it going down the street
229564,000000229564.jpg,a white delivery truck covered in graffiti driving down a street,A white delivery truck covered in graffiti driving down a street.
229564,000000229564.jpg,a truck with graffiti travels along a suburban road,A truck with graffiti travels along a suburban road.
229564,000000229564.jpg,a truck with graffiti on the back going down the street ,A truck with graffiti on the back going down the street 
229564,000000229564.jpg,a truck with graffiti on it travelling down the street ,A truck with graffiti on it travelling down the street. 
178181,000000178181.jpg,some cars are parked next to a skateboarder,Some cars are parked next to a skateboarder.
178181,000000178181.jpg,a person riding a skateboard on a city street,A person riding a skateboard on a city street.
178181,000000178181.jpg,a person skateboards down the street in a neighborhood,A person skateboards down the street in a neighborhood.
178181,000000178181.jpg,a city street with a person on the sidewalk ,A city street with a person on the sidewalk 
178181,000000178181.jpg,a number of cars parked near one another on a street,a number of cars parked near one another on a street
393633,000000393633.jpg,a green truck is parked by a brush fire,A green truck is parked by a brush fire.
393633,000000393633.jpg,"there is a picture of an outside country
","There is a picture of an outside country.
"
393633,000000393633.jpg,a sports utility vehicle driving in the brush during a fire ,A sports utility vehicle driving in the brush during a fire. 
393633,000000393633.jpg,a truck driving away from a grass fire in an open field,A truck driving away from a grass fire in an open field.
393633,000000393633.jpg,a jeep that is sitting in a field with a large fire and smoke in the background,A jeep that is sitting in a field with a large fire and smoke in the background.
368845,000000368845.jpg,"here is an image of an outside city
","Here is an image of an outside city.
"
368845,000000368845.jpg,a short passenger train sitting next to a platform ,a short passenger train sitting next to a platform 
368845,000000368845.jpg,a yellow and blue train traveling down tracks near a train station,A yellow and blue train traveling down tracks near a train station.
368845,000000368845.jpg,a small train is coming down a set of tracks,a small train is coming down a set of tracks
368845,000000368845.jpg,a short commuter train outside on curved tracks at station with covered platforms on both sides,A short commuter train outside on curved tracks at station with covered platforms on both sides.
270431,000000270431.jpg,a herd of animals grazing on a lush green field,A herd of animals grazing on a lush green field.
270431,000000270431.jpg,a group of cows grazing in the sun next to water ,A group of cows grazing in the sun next to water. 
270431,000000270431.jpg,a bunch of cows sitting and walking around in a field near a pond ,A bunch of cows sitting and walking around in a field near a pond. 
270431,000000270431.jpg,green pastures a blue sky a lake and cows is the name of the game,"Green pastures, a blue sky, a lake, and cows is the name of the game."
270431,000000270431.jpg,several cows are in a grassy field next to a body of water,Several cows are in a grassy field next to a body of water.
418113,000000418113.jpg,a stop sign sitting on the side of a road,A stop sign sitting on the side of a road.
418113,000000418113.jpg,a stop sign board is seen on the road,A stop sign board is seen on the road.
418113,000000418113.jpg,a car coming around a corner near a red stop sign ,A car coming around a corner near a red stop sign 
418113,000000418113.jpg,a stop sign is posted near a road with a bridge in the background,A stop sign is posted near a road with a bridge in the background.
418113,000000418113.jpg,a stop sign between two wooden poles near a street,A stop sign between two wooden poles near a street.
446650,000000446650.jpg,a young child sitting on a chair on a sidewalk,A young child sitting on a chair on a sidewalk.
446650,000000446650.jpg,a kid in a stroller sitting alone on a sidewalk,a kid in a stroller sitting alone on a sidewalk
446650,000000446650.jpg,a stroller left by two parking meters at night,A stroller left by two parking meters at night.
446650,000000446650.jpg,a car seat with a dummy person sitting inside of it ,A CAR SEAT WITH A DUMMY PERSON SITTING INSIDE OF IT 
446650,000000446650.jpg,child in wheel chair sitting on retail sidewalk at night,Child in wheel chair sitting on retail sidewalk at night.
540882,000000540882.jpg,a train resting on the tracks parked next to a train station,a train resting on the tracks parked next to a train station
540882,000000540882.jpg,a passenger train that is pulling into a station ,A passenger train that is pulling into a station. 
540882,000000540882.jpg,a train parked on a track in the station,A train parked on a track in the station.
540882,000000540882.jpg,a lone train is parked on the train tracks,A lone train is parked on the train tracks.
540882,000000540882.jpg,a passenger train with a colorful front sitting by a platform ,a passenger train with a colorful front sitting by a platform 
377157,000000377157.jpg,a small girl in a white shirt  sitting on a elephant statue,a small girl in a white shirt  sitting on a elephant statue
377157,000000377157.jpg,the girl rides on the back of a young elephant,The girl rides on the back of a young elephant.
377157,000000377157.jpg,a young kid rides on top of a statue elephant ,a young kid rides on top of a statue elephant 
377157,000000377157.jpg,the girl is sitting on the elephant and smiling,The girl is sitting on the elephant and smiling.
377157,000000377157.jpg,the girl is sitting on a small elephant,The girl is sitting on a small elephant.
459026,000000459026.jpg,a silver train with a blue and red streak going down a railroad track,A silver train with a blue and red streak going down a railroad track.
459026,000000459026.jpg,a very modern looking train on a track near an old station building ,A very modern looking train on a track near an old station building. 
459026,000000459026.jpg,a marc passenger drains rides along railroad tracks,A MARC passenger drains rides along railroad tracks.
459026,000000459026.jpg,a train passes by an old brick church on a country track,A train passes by an old brick church on a country track.
459026,000000459026.jpg,the train is headed away from the town square,The train is headed away from the town square.
172148,000000172148.jpg,an express train makes its way across the tracks,An express train makes its way across the tracks
172148,000000172148.jpg,a high speed train on track in a railway station,A high speed train on track in a railway station.
172148,000000172148.jpg,this is a train and several railroad tracks,This is a train and several railroad tracks
172148,000000172148.jpg,a long white passenger train going down a track ,a long white passenger train going down a track 
172148,000000172148.jpg,a train pulls into a station behind some tracks,a train pulls into a station behind some tracks
432363,000000432363.jpg,the parking meter beside the parked car is damaged,The parking meter beside the parked car is damaged.
432363,000000432363.jpg,a parking meter that has been opened and is out of order,A parking meter that has been opened and is out of order.
432363,000000432363.jpg,a open parking meter and a car on a street,A open parking meter and a car on a street.
432363,000000432363.jpg,a car parked next to a broken parking meter,A car parked next to a broken parking meter.
432363,000000432363.jpg,the remains of a badly damaged parking meter ,The remains of a badly damaged parking meter 
458958,000000458958.jpg,a person and a train on a track,A person and a train on a track.
458958,000000458958.jpg,a man standing in front of an old train,A man standing in front of an old train.
458958,000000458958.jpg,a guy is posing in front of a train ,A guy is posing in front of a train. 
458958,000000458958.jpg,a man stops for a picture in front of a train,A man stops for a picture in front of a train
458958,000000458958.jpg,a man that has his hand on a train on a track,a man that has his hand on a train on a track
172158,000000172158.jpg,this is a nice area to rest in as the sun goes down,This is a nice area to rest in as the sun goes down.
172158,000000172158.jpg,benches beneath an umbrella sit among palm trees on the water across from a large city,Benches beneath an umbrella sit among palm trees on the water across from a large city.
172158,000000172158.jpg,a umbrella covered table sitting across the way from a city,A umbrella covered table sitting across the way from a city.
172158,000000172158.jpg,a table and a umbrella near some trees,A table and a umbrella near some trees.
172158,000000172158.jpg,a table that has an umbrella over it,A table that has an umbrella over it.
278569,000000278569.jpg,a yellow train traveling through a rural countryside,A yellow train traveling through a rural countryside.
278569,000000278569.jpg,a woman driving a train along railroad tracks,A woman driving a train along railroad tracks.
278569,000000278569.jpg,a person in a large yellow and purple train,A person in a large yellow and purple train.
278569,000000278569.jpg,a train is moving forward in a sea of train tracks ,a train is moving forward in a sea of train tracks 
278569,000000278569.jpg,a long train that is on a rail road track,a long train that is on a rail road track
426049,000000426049.jpg,a picture of a group of mini car meters lined up on a shelf ,A picture of a group of mini car meters lined up on a shelf. 
426049,000000426049.jpg,a collection of parking meters and parking signs are displayed,A collection of parking meters and parking signs are displayed.
426049,000000426049.jpg,a bunch of parking meters are lined up,a bunch of parking meters are lined up
426049,000000426049.jpg,a all of coin machines in a tourist stop ,A all of coin machines in a tourist stop. 
426049,000000426049.jpg,the various types of parking meters are on display,The various types of parking meters are on display
328163,000000328163.jpg,a person on a horse riding in the grass ,A person on a horse riding in the grass. 
328163,000000328163.jpg,the person is riding a horse through the grass,The person is riding a horse through the grass.
328163,000000328163.jpg,a person is riding a horse around a dressage course,A person is riding a horse around a dressage course.
328163,000000328163.jpg,a horse and rider navigating an obstacle course on grass,A horse and rider navigating an obstacle course on grass.
328163,000000328163.jpg,a person riding a horse and jumping hurdles on it,A person riding a horse and jumping hurdles on it.
98639,000000098639.jpg,three stop signs in the middle of the street,Three stop signs in the middle of the street.
98639,000000098639.jpg,three stop signs stand near each other on a street,Three stop signs stand near each other on a street.
98639,000000098639.jpg,multiple stop and only signs along a street ,Multiple stop and only signs along a street. 
98639,000000098639.jpg,a line of stop signs that look the same,a line of stop signs that look the same
98639,000000098639.jpg,stop signs and traffic signs point traffic in the right direction,Stop signs and traffic signs point traffic in the right direction
409897,000000409897.jpg,a bunch of people are out on a beach,a bunch of people are out on a beach
409897,000000409897.jpg,a view of a beach with an animal running freely ,A view of a beach with an animal running freely. 
409897,000000409897.jpg,people are playing on the beach at dusk,People are playing on the beach at dusk
409897,000000409897.jpg,several people standing on a beach near the water,Several people standing on a beach near the water.
409897,000000409897.jpg,an animal is walking along a beach crowded with people,An animal is walking along a beach crowded with people.
499871,000000499871.jpg,several cars parked beside each other near metal blue poles,Several cars parked beside each other near metal blue poles.
499871,000000499871.jpg,cars are parked in the parking spaces with meters,cars are parked in the parking spaces with meters
499871,000000499871.jpg,a row of cars is parked close together in outdoor parking spots,A row of cars is parked close together in outdoor parking spots.
499871,000000499871.jpg,artistically shaped posts in front of a row of parked cars,Artistically shaped posts in front of a row of parked cars.
499871,000000499871.jpg,a bunch of cars are parked next to a parking meter,A bunch of cars are parked next to a parking meter.
401650,000000401650.jpg,a small child is playing on a statue of a cow,A small child is playing on a statue of a cow.
401650,000000401650.jpg,woman with small child playing with fake cow in park setting,Woman with small child playing with fake cow in park setting.
401650,000000401650.jpg,a little girl is sitting on a horse posing for a picture,A little girl is sitting on a horse posing for a picture.
401650,000000401650.jpg,a woman and child are standing next to the fake cow,A woman and child are standing next to the fake cow
401650,000000401650.jpg,a woman and a child playing with a cow statue,A woman and a child playing with a cow statue.
401509,000000401509.jpg,a van parked on a city street near a tree,a van parked on a city street near a tree
401509,000000401509.jpg,people are buying ice cream from the ice cream truck,People are buying ice cream from the ice cream truck.
401509,000000401509.jpg,a van driving down a street through a neighborhood,A van driving down a street through a neighborhood.
401509,000000401509.jpg,a van that is parked out by the sidewalk,a van that is parked out by the sidewalk
401509,000000401509.jpg,a group of people standing on a sidewalk,A group of people standing on a sidewalk.
24699,000000024699.jpg,a stop sign at a desolate intersection with hills in the background,A stop sign at a desolate intersection with hills in the background.
24699,000000024699.jpg,a stop sign on the road and power lines on the roadside,A Stop sign on the road and power lines on the roadside
24699,000000024699.jpg,there is a stop sign on the corner of this road,there is a stop sign on the corner of this road
24699,000000024699.jpg,a stop sign in the middle of a highway,A stop sign in the middle of a highway.
24699,000000024699.jpg,a highway next to fields with a stop sign and telephone pole,A highway next to fields with a stop sign and telephone pole
254139,000000254139.jpg,a cat sitting on the ground posing for a photo,A cat sitting on the ground posing for a photo.
254139,000000254139.jpg,the fat grey cat is wearing a red satin tie,The fat grey cat is wearing a red satin tie.
254139,000000254139.jpg,a black gray and white cat in a red tie,a black gray and white cat in a red tie
254139,000000254139.jpg,a fat gray stripped cat wearing a necktie with some lettering that doesnt make much sense,A fat gray stripped cat wearing a necktie with some lettering that doesn't make much sense.
254139,000000254139.jpg,a house cat sitting on hard wood floors wearing a red tie,A house cat sitting on hard wood floors wearing a red tie.
311637,000000311637.jpg,a couple of cows are standing in a field,a couple of cows are standing in a field
311637,000000311637.jpg,a herd of cattle walking across a grass covered field,A herd of cattle walking across a grass covered field.
311637,000000311637.jpg,dark colored cows standing close to a fence,dark colored cows standing close to a fence
311637,000000311637.jpg,four cows all tagged for market behind a fence,four cows all tagged for market behind a fence
311637,000000311637.jpg,five cows in a grassy area inside of a wire fence,Five cows in a grassy area inside of a wire fence.
12556,000000012556.jpg,a parking meter sitting next a street with two cars behind it,"A parking meter, sitting next a street with two cars behind it."
12556,000000012556.jpg,a terminal to pay street parking fees on a city street,A terminal to pay street parking fees on a city street.
12556,000000012556.jpg,the cars are driving past the automated machine,The cars are driving past the automated machine.
12556,000000012556.jpg,an electronic parking meter stands next to a street with parked cars on a wet day  ,An electronic parking meter stands next to a street with parked cars on a wet day.  
12556,000000012556.jpg,some kind of money machine by some parked cars,some kind of money machine by some parked cars
508071,000000508071.jpg,a cow is lying down in the middle of the street,A cow is lying down in the middle of the street
508071,000000508071.jpg,a car that is curled up into a ball on the street ,A car that is curled up into a ball on the street. 
508071,000000508071.jpg,a cow is sleeping in the middle of the road,A cow is sleeping in the middle of the road.
508071,000000508071.jpg,a cow that is laying down on the street,A cow that is laying down on the street.
508071,000000508071.jpg,a cow laying in the middle of a street,A cow laying in the middle of a street.
32773,000000032773.jpg,a train on the train tracks at a train station,A train on the train tracks at a train station
32773,000000032773.jpg,a train traveling down the track in the middle of the day,A train traveling down the track in the middle of the day.
32773,000000032773.jpg,a train that is pulling into the station,A train that is pulling into the station.
32773,000000032773.jpg,train tracks with a train stopped at a train station ,Train tracks with a train stopped at a train station 
32773,000000032773.jpg,a train moving down a track approaching a station,A train moving down a track approaching a station.
147616,000000147616.jpg,graffiti is painted on the side of a train,Graffiti is painted on the side of a train.
147616,000000147616.jpg,a train car with graphittie on it is stopped in the station,a train car with graphittie on it is stopped in the station.
147616,000000147616.jpg,a view of a some graffiti on a train passing by,A view of a some graffiti on a train passing by.
147616,000000147616.jpg,graffiti on a train car that is parked at a station ,Graffiti on a train car that is parked at a station. 
147616,000000147616.jpg,a train sitting in a train station covered in graffiti,A train sitting in a train station covered in graffiti.
135348,000000135348.jpg,a person standing over a parking meter while rubbing its chin,A person standing over a parking meter while rubbing it's chin.
135348,000000135348.jpg,a man examines a parking meter as people look on ,a man examines a parking meter as people look on 
135348,000000135348.jpg,there is a man that is looking at a parking meter,there is a man that is looking at a parking meter
135348,000000135348.jpg,a man on a busy street stares at a parking meter,A man on a busy street stares at a parking meter.
135348,000000135348.jpg,a young man stands on a street corner looking at a parking meter,A young man stands on a street corner looking at a parking meter.
229522,000000229522.jpg,several people are in a row boat near grass huts,Several people are in a row boat near grass huts.
229522,000000229522.jpg,a boat with lots of people riding on it down a river,A boat with lots of people riding on it down a river.
229522,000000229522.jpg,a boat sailing in the water near straw huts,A boat sailing in the water near straw huts.
229522,000000229522.jpg,people on a boat in a river next to a residential ,People on a boat in a river next to a residential. 
229522,000000229522.jpg,several people in a boat rowing to shore,Several people in a boat rowing to shore.
368717,000000368717.jpg,this is a black train departing from a station,this is a black train departing from a station
368717,000000368717.jpg,an old fashioned steam engine is parked in a train station,An old fashioned steam engine is parked in a train station.
368717,000000368717.jpg,a black train sitting inside of a train station,A black train sitting inside of a train station.
368717,000000368717.jpg,a man standing next to a train at a train station,A man standing next to a train at a train station.
368717,000000368717.jpg,a steam locomotive on the tracks next to a platform,A steam locomotive on the tracks next to a platform.
368661,000000368661.jpg,a herd of cattle grazing on top of a grass field,A herd of cattle grazing on top of a grass field.
368661,000000368661.jpg,several black cows with white faces eat grass ,several black cows with white faces eat grass 
368661,000000368661.jpg,cows grazing in a field on a partly cloudy day,Cows grazing in a field on a partly cloudy day.
368661,000000368661.jpg,a herd of cattle graze on grass inside a fence,A herd of cattle graze on grass inside a fence.
368661,000000368661.jpg,a group of cows eating grass in a field ,a group of cows eating grass in a field 
57663,000000057663.jpg,a man sitting on top of a chair in front of a parked car,A man sitting on top of a chair in front of a parked car.
57663,000000057663.jpg,a man seated wearing jeans protesting us involvement in afganistan,A man seated wearing jeans protesting US involvement in Afganistan.
57663,000000057663.jpg,a man sitting on chair holding a protest sign ,A man sitting on chair holding a protest sign 
57663,000000057663.jpg,a bunch of protesters on a street corner ,a bunch of protesters on a street corner. 
57663,000000057663.jpg,a man is sitting outside with a sign,a man is sitting outside with a sign
475626,000000475626.jpg,a red stop sign sitting above a white no right turn sign,A red stop sign sitting above a white no right turn sign.
475626,000000475626.jpg,stop sign and road sign on a wooden pole on suburban street,Stop sign and road sign on a wooden pole on suburban street
475626,000000475626.jpg,a street stop sign attached to a pole in an intersection,A street stop sign attached to a pole in an intersection.
475626,000000475626.jpg,two street signs are attached to a wooden post,Two street signs are attached to a wooden post.
475626,000000475626.jpg,an intersection that does not allow right turns and the driver must stop ,An intersection that does not allow right turns and the driver must stop. 
112865,000000112865.jpg,a row of snow covered parking meters sitting in the snow,A row of snow covered parking meters sitting in the snow.
112865,000000112865.jpg,there are many parking meters that are covered in the snow,there are many parking meters that are covered in the snow
112865,000000112865.jpg,there is snow on top of the parking meters ,There is snow on top of the parking meters. 
112865,000000112865.jpg,a line of parking meters stand near a city street,A line of parking meters stand near a city street.
112865,000000112865.jpg,a snowcovered street with many parking meters is pictured,A snow-covered street with many parking meters is pictured.
284930,000000284930.jpg,a double parking meter sitting by the road ,a double parking meter sitting by the road 
284930,000000284930.jpg,a parking meter sitting next to a parking space,A parking meter sitting next to a parking space.
284930,000000284930.jpg,a parking meter and a car in one spot,A parking meter and a car in one spot.
284930,000000284930.jpg,a pair of parking meters are both empty,A pair of parking meters are both empty.
284930,000000284930.jpg,this is a photo of a car next to a parking meter,THIS IS A PHOTO OF A CAR NEXT TO A PARKING METER
254008,000000254008.jpg,three cows grazing in grass near a forest,Three cows grazing in grass near a forest.
254008,000000254008.jpg,some brown and white cows dirt grass and trees,some brown and white cows dirt grass and trees
254008,000000254008.jpg,cows are eating grass in the woods at twilight,Cows are eating grass in the woods at twilight.
